Title,Author,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,My Review,Read Count,Owned Copies
"206 Bones (Temperance Brennan, #12)",Kathy Reichs,0,3.94,Scribner Book Company,Hardcover,308.0,2009.0,,2011/03/13,to-read,to-read,,0,0
"Blue Lightning (Shetland Island, #4)",Ann Cleeves,0,4.11,Macmillan,Paperback,368.0,2010.0,,2015/04/04,kobo,read,,1,0
"Nightblind (Dark Iceland, #2)",Ragnar Jónasson,0,3.77,Orenda Books,ebook,283.0,2015.0,,2018/07/10,,read,,0,0
Watchman,Ian Rankin,0,3.54,Orion,Paperback,254.0,1990.0,,2014/05/31,to-read,to-read,,0,0
Mansfield Park,Jane Austen,3,3.86,Penguin Books,Paperback,488.0,2003.0,,2011/03/13,,read,,1,0
"The Man in the Wooden Hat (Old Filth, #2)",Jane Gardam,0,4.08,Europa Editions,Paperback,233.0,2009.0,,2016/02/28,to-read,to-read,,0,0
Killer,Jonathan Kellerman,0,3.95,Ballantine Books,Paperback,400.0,2015.0,,2015/04/03,kobo,read,,1,0
"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,5,4.12,Harper Perennial Modern Classics,Paperback,1474.0,2005.0,2024/08/05,2024/01/06,,read,,1,0
"Butcher's Moon (Parker, #16)",Richard Stark,0,4.42,University Of Chicago Press,Kindle Edition,319.0,2011.0,,2018/10/07,,read,,1,0
Miracle Cure,Harlan Coben,0,3.73,Signet Book,Kindle Edition,521.0,2011.0,,2015/04/03,kobo,read,,1,0
Prophet Song,Paul    Lynch,0,4.05,Oneworld Publications,ebook,259.0,2023.0,,2024/07/30,to-read,to-read,,0,0
North Sea Cottage (Tora Skammelsen Book 1),Dorte Hummelshoj Jakobsen,4,3.52,Candied Crime,Kindle Edition,90.0,2014.0,2015/02/01,2024/07/26,readathon-day-2015,read,,2,0
"The Mourner (Parker, #4)",Richard Stark,0,3.94,University of Chicago Press,Kindle Edition,231.0,2010.0,,2018/10/07,,read,,1,0
The Bonesetter's Daughter,Amy Tan,0,4.0,Putnam Adult,Kindle Edition,378.0,2001.0,,2018/10/07,,read,,1,0
"Soul Music (Discworld #16; Death, #3)",Terry Pratchett,0,4.06,HarperCollins,Kindle Edition,237.0,2009.0,,2015/04/03,kobo,read,,1,0
The Master Switch: The Rise and Fall of Information Empires,Tim Wu,0,3.89,Knopf,Hardcover,384.0,2010.0,,2024/07/15,to-read,to-read,,0,0
Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,0,3.96,Harper Business,Paperback,288.0,2002.0,,2024/07/15,to-read,to-read,,0,0
Until August,Gabriel García Márquez,0,3.59,Knopf,Hardcover,144.0,2024.0,,2024/07/12,to-read,to-read,,0,0
Eve in Hollywood,Amor Towles,0,3.7,Penguin,Kindle Edition,91.0,2013.0,,2024/07/12,to-read,to-read,,0,0
Table for Two,Amor Towles,0,4.21,Viking,Hardcover,451.0,2024.0,,2024/07/12,to-read,to-read,,0,0
"The Shadow Murders (Department Q, #9)",Jussi Adler-Olsen,0,4.04,Dutton,Hardcover,464.0,2022.0,,2024/07/12,to-read,to-read,,0,0
"A Heart Full of Headstones (Inspector Rebus, #24)",Ian Rankin,0,4.2,"Little, Brown and Company",Hardcover,352.0,2022.0,,2024/07/06,to-read,to-read,,0,0
"Stealing Green Mangoes: Two Brothers, Two Fates, One Indian Childhood",Sunil Dutta,0,3.35,Anthony Bourdain/Ecco,Kindle Edition,239.0,2019.0,,2024/07/06,to-read,to-read,,0,0
"Autumn (Seasons Quartet, #1)",Karl Ove Knausgård,0,3.73,Penguin Press,Hardcover,224.0,2017.0,,2024/06/29,to-read,to-read,,0,0
"The Third Realm (Morgenstjernen, #3)",Karl Ove Knausgård,0,4.31,Penguin Press,Hardcover,512.0,2024.0,,2024/06/25,to-read,to-read,,0,0
Train to Pakistan,Khushwant Singh,0,3.94,Grove Press,Paperback,181.0,1994.0,,2024/06/16,to-read,to-read,,0,0
"Killing Moon (Harry Hole, #13)",Jo Nesbø,3,4.19,Vintage Crime/Black Lizard,Paperback,512.0,2024.0,2024/06/16,2024/06/01,,read,,1,0
Kairos,Jenny Erpenbeck,0,3.37,New Directions,Paperback,304.0,2024.0,,2024/06/15,to-read,to-read,,0,0
The Curious Case of the Vanishing Veggies,Jack Gimm,0,4.48,,Hardcover,,,,2024/06/15,to-read,to-read,,0,0
Celebrated Cases Of Judge Dee (Dee Goong An),Robert van Gulik,0,3.93,"Dover Publications, Inc.",Paperback,260.0,1976.0,,2024/06/15,to-read,to-read,,0,0
The Chinese Nail Murders,Robert van Gulik,0,4.16,University of Chicago Press,Paperback,220.0,1977.0,,2024/06/15,to-read,to-read,,0,0
The Emperor's Pearl,Robert van Gulik,0,4.06,University of Chicago Press,Paperback,184.0,2008.0,,2024/06/15,to-read,to-read,,0,0
You Like It Darker: Stories,Stephen        King,0,4.22,Scribner,Kindle Edition,512.0,2024.0,,2024/06/09,to-read,to-read,,0,0
Time is Now: A Journey Into Demystifying AI,Raj Verma,0,4.3,Forbes Books,Hardcover,192.0,2024.0,,2024/06/09,to-read,to-read,,0,0
"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,3,3.99,Orbit,Paperback,386.0,2013.0,2024/06/07,2019/07/03,,read,,1,0
Deception Point,Dan    Brown,0,3.76,Atria Books,Hardcover,558.0,2003.0,,2015/04/03,kobo,read,,1,0
"A Wanted Man (Jack Reacher, #17)",Lee Child,0,4.06,Delacorte Press,Hardcover,405.0,2012.0,,2015/04/03,kobo,read,,1,0
Co-Intelligence: Living and Working with AI,Ethan Mollick,5,4.02,Virgin Digital,Kindle Edition,243.0,2024.0,2024/05/02,2024/04/28,,read,,1,0
Cutting for Stone,Abraham   Verghese,5,4.33,Alfred A. Knopf,Hardcover,560.0,2009.0,2024/04/28,2024/01/25,,read,,1,0
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,0,4.34,Scribner,Hardcover,571.0,2010.0,,2024/04/26,to-read,to-read,,0,0
The Firm,John Grisham,0,4.25,Vintage,Paperback,544.0,2009.0,,2015/04/03,kobo,read,,1,0
"Origin (Robert Langdon, #5)",Dan    Brown,0,3.9,Bantam Press,Hardcover,465.0,2017.0,,2018/10/07,,read,,1,0
"Origin (Robert Langdon, #5)",Dan    Brown,0,3.9,Doubleday ,Kindle Edition,482.0,2017.0,,2017/11/05,to-read,to-read,,0,0
"A Man of Two Faces: A Memoir, a History, a Memorial",Viet Thanh Nguyen,0,4.33,Grove Press,Hardcover,400.0,2023.0,,2024/04/14,to-read,to-read,,0,0
David Copperfield,Charles Dickens,4,4.04,Penguin ,Paperback,882.0,2004.0,2024/03/27,2024/03/02,,read,,1,0
Bliss Montage,Ling  Ma,0,3.9,"Farrar, Straus and Giroux",Hardcover,228.0,2022.0,,2024/03/21,to-read,to-read,,0,0
The Adventures of Roderick Random,Tobias Smollett,0,3.48,Oxford University Press,Paperback,528.0,2002.0,,2024/03/15,to-read,to-read,,0,0
The Lowland,Jhumpa Lahiri,3,3.87,Knopf,Hardcover,340.0,2013.0,2024/03/02,2013/09/20,,read,,1,0
The Seven Moons of Maali Almeida,Shehan Karunatilaka,3,3.91,Sort of Books,Hardcover,386.0,2022.0,2024/02/19,2022/11/01,,read,,1,0
"The Poppy War (The Poppy War, #1)",R.F. Kuang,3,4.17,Harper Voyager,Hardcover,527.0,2018.0,2024/02/19,2018/11/02,,read,,1,0
"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,0,4.04,Penguin Teen,Hardcover,394.0,2021.0,,2024/02/17,to-read,to-read,,0,0
The Night Tiger,Yangsze Choo,0,3.86,Flatiron Books,Hardcover,372.0,2019.0,,2024/02/12,to-read,to-read,,0,0
The Fox Wife,Yangsze Choo,0,4.0,Henry Holt and Co.,Hardcover,390.0,2024.0,,2024/02/12,to-read,to-read,,0,0
Yellowface,R.F. Kuang,0,3.74,William Morrow,Hardcover,319.0,2023.0,,2024/02/09,to-read,to-read,,0,0
The Covenant of Water,Abraham   Verghese,5,4.42,Grove Press,Paperback,715.0,2023.0,2024/02/07,2024/01/08,,read,,1,0
"Virals (Virals, #1)",Kathy Reichs,0,3.95,Penguin Razorbill,Hardcover,454.0,2010.0,,2015/03/16,to-read,to-read,,0,0
Rip Van Winkle,Washington Irving,5,3.6,Black Dome Press Corp.,Hardcover,61.0,2003.0,2024/01/26,2024/01/26,,read,,1,0
The God of Small Things,Arundhati Roy,5,3.96,Flamingo,Paperback,340.0,1997.0,,2011/05/28,,read,,2,0
"The Henna Artist (The Jaipur Trilogy, #1)",Alka Joshi,0,4.18,Mira Books,Paperback,384.0,2020.0,,2024/01/17,to-read,to-read,,0,0
Midnight’s Children,Salman Rushdie,5,3.98,Vintage,Paperback,647.0,1995.0,,2011/05/28,,read,,2,0
The White Tiger,Aravind Adiga,4,3.77,Free Press,Hardcover,276.0,2008.0,,2011/02/14,,read,,2,0
Sacred Games,Vikram Chandra,0,3.93,HarperCollins,Hardcover,916.0,2006.0,,2017/01/26,to-read,to-read,,0,0
"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,0,4.6,Tor Books,Hardcover,1232.0,2020.0,,2022/06/14,currently-reading,currently-reading,,1,0
The Overcoat,Nikolai Gogol,5,4.15,Kessinger Pub Co,Paperback,57.0,2004.0,2024/01/02,2024/01/01,,read,,1,0
The Namesake,Jhumpa Lahiri,5,4.02,Fourth Estate,Paperback,291.0,2020.0,2024/01/01,2016/10/27,,read,,1,0
"Elantris (Elantris, #1)",Brandon Sanderson,5,4.17,Tor Fantasy,Mass Market Paperback,638.0,2006.0,2023/12/29,2022/06/17,,read,,1,0
Holly,Stephen        King,4,4.08,Scribner,Hardcover,449.0,2023.0,2023/12/18,2023/10/27,,read,,1,0
A Memory of Light (The Wheel of Time #14),Robert Jordan,5,4.58,Tor Books,Paperback,1008.0,2020.0,2023/12/04,2023/11/28,,read,,1,0
"Orphan X (Orphan X, #1)",Gregg Hurwitz,0,4.14,Minotaur Books,ebook,367.0,2016.0,,2023/11/25,to-read,to-read,,0,0
The Madstone,Elizabeth   Crook,0,4.11,"Little, Brown and Company",Hardcover,288.0,2023.0,,2023/11/25,to-read,to-read,,0,0
"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,5,4.48,Tom Doherty Associates TOR Fantasy,Hardcover,863.0,2010.0,2023/11/08,2023/10/20,,read,,1,0
"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,4,4.43,Tor Fantasy,Paperback,855.0,2020.0,2023/10/20,2022/10/26,,read,,1,0
"Iron Gold (Red Rising Saga, #4)",Pierce Brown,0,4.22,Del Rey,Hardcover,602.0,2018.0,,2019/04/28,currently-reading,currently-reading,,1,0
"Morning Star (Red Rising Saga, #3)",Pierce Brown,4,4.53,Del Rey,Hardcover,525.0,2016.0,2023/09/24,2022/04/21,,read,,1,0
"Golden Son (Red Rising Saga, #2)",Pierce Brown,4,4.48,Del Rey,ebook,466.0,2015.0,2023/09/11,2022/04/21,,read,,1,0
Y/N,Esther Yi,0,2.92,Astra House,Hardcover,224.0,2023.0,,2023/06/03,currently-reading,currently-reading,,1,0
Death in Dalvik (Fire & Ice #6),Michael Ridpath,5,4.31,Yarmer Head,Kindle Edition,376.0,2022.0,2023/09/01,2023/06/07,,read,,1,0
Ulvene fra evighetens skog,Karl Ove Knausgård,0,4.05,Forlaget Oktober,Hardcover,776.0,2021.0,,2022/07/29,to-read,to-read,,0,0
The Bee Sting,Paul Murray,0,3.9,"Farrar, Straus and Giroux",Hardcover,645.0,2023.0,,2023/08/24,to-read,to-read,,0,0
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,3,4.58,Entangled: Red Tower Books,Hardcover,528.0,2023.0,2023/08/24,2023/08/02,,read,,1,0
"Red Rising (Red Rising Saga, #1)",Pierce Brown,4,4.27,Del Rey,Hardcover,382.0,2014.0,2023/08/02,2016/10/27,,read,,1,0
Night Rounds (An Irene Huss Investigation),Helene Tursten,0,3.78,Soho Crime,Paperback,360.0,2013.0,,2018/10/07,,read,,1,0
Night Rounds (Inspector Huss #2),Helene Tursten,0,3.78,Soho Crime,Hardcover,336.0,2012.0,,2012/09/26,to-read,to-read,,0,0
In the Darkness,Karin Fossum,0,3.56,Harvill Secker (Random House UK),Paperback,314.0,2012.0,,2012/08/01,to-read,to-read,,0,0
Black Wave,Michelle Tea,0,3.81,Amethyst Editions of Feminist Press,Paperback,326.0,2016.0,,2023/07/30,to-read,to-read,,0,0
"Girl, Woman, Other",Bernardine Evaristo,0,4.27,Hamish Hamilton,Kindle Edition,453.0,2019.0,,2020/05/02,currently-reading,currently-reading,,1,0
Stormy Weather (Skink #3),Carl Hiaasen,0,3.98,Grand Central Publishing,Paperback,388.0,2001.0,,2015/04/03,kobo,read,,1,0
Savages,Don Winslow,0,3.86,Simon & Schuster,Paperback,320.0,2011.0,,2015/04/03,kobo,read,,1,0
Savages (Savages #2),Don Winslow,5,3.86,Simon & Schuster,Hardcover,302.0,2010.0,2012/10/28,2012/01/09,,read,,1,0
"Booked For Murder (Lindsay Gordon, #5)",Val McDermid,0,3.64,Bywater Books,Kindle Edition,230.0,2005.0,,2018/10/07,,read,,1,0
The Fat Years,Chan Koonchung,0,3.38,Random House Publishing Group,ebook,320.0,2012.0,,2016/04/28,to-read,to-read,,0,0
"Her Name Is Knight (Nena Knight, #1)",Yasmin Angoe,2,4.32,Thomas & Mercer,Kindle Edition,389.0,2021.0,2023/07/14,2023/07/07,,read,,1,0
The Guest,Emma Cline,4,3.28,Random House,Hardcover,304.0,2023.0,2023/07/13,2023/07/06,,read,,1,0
The Only One Left,Riley Sager,0,4.14,Dutton,Hardcover,383.0,2023.0,,2023/07/06,to-read,to-read,,0,0
The It Girl,Ruth Ware,2,3.85,Scout Press,Hardcover,423.0,2022.0,2023/07/06,2023/06/27,,read,,1,0
"Dogs of War (Dogs of War, #1)",Adrian Tchaikovsky,0,4.24,Head of Zeus,ebook,262.0,2017.0,,2023/06/27,to-read,to-read,,0,0
"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,0,4.05,Macmillan Digital Audio,Audible Audio,597.0,2019.0,,2023/06/27,to-read,to-read,,0,0
"Desert Star (Renée Ballard, #5; Harry Bosch, #24; Harry Bosch Universe, #37)",Michael    Connelly,4,4.48,"Little, Brown and Company",Kindle Edition,400.0,2022.0,2023/06/26,2023/02/04,,read,,1,0
"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,4,4.61,Tor Books,Hardcover,1248.0,2017.0,2023/06/20,2022/04/17,,read,,1,0
The Racketeer,John Grisham,0,3.89,Doubleday,Hardcover,340.0,2012.0,,2023/06/03,to-read,to-read,,0,0
"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,5,4.2,Tor Books,Paperback,860.0,2020.0,2023/05/27,2022/10/26,,read,,1,0
Disability Visibility: First-Person Stories from the Twenty-first Century,Alice  Wong,0,4.46,Vintage ,Paperback,309.0,2020.0,,2023/05/17,to-read,to-read,,0,0
Crossroads of Twilight (The Wheel of Time #10),Robert Jordan,3,3.78,Tor Books,Paperback,686.0,2020.0,2023/05/10,2022/10/26,,read,,1,0
"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,4,3.97,Tor Fantasy,Mass Market Paperback,780.0,2002.0,2023/04/05,2022/10/26,,read,,1,0
"Summer (Seasons Quartet, #4)",Karl Ove Knausgård,0,3.94,Penguin Press,Hardcover,416.0,2018.0,,2023/03/18,currently-reading,currently-reading,,1,0
The Path of Daggers (The Wheel of Time #8),Robert Jordan,5,3.93,Tor Fantasy,Mass Market Paperback,624.0,2020.0,2023/03/18,2022/10/26,,read,,1,0
A Crown of Swords (The Wheel of Time #7),Robert Jordan,5,4.07,Tor Fantasy,Mass Market Paperback,800.0,2020.0,2023/03/08,2022/10/26,,read,,1,0
Lord of Chaos (The Wheel of Time #6),Robert Jordan,5,4.19,Tor Fantasy,Mass Market Paperback,1039.0,2019.0,2023/02/24,2022/10/26,,read,,1,0
Abgeschnitten,Sebastian Fitzek,3,4.17,Knaur TB,Paperback,416.0,2018.0,2023/02/09,2012/12/12,,read,,1,0
Pachinko,Min Jin Lee,0,4.34,Apollo,Paperback,537.0,2017.0,,2017/11/05,currently-reading,currently-reading,,1,0
Demon Copperhead,Barbara Kingsolver,0,4.48,Faber & Faber,Hardcover,560.0,2022.0,,2023/01/01,currently-reading,currently-reading,,1,0
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,4,4.13,Knopf,Hardcover,401.0,2022.0,2023/01/28,2022/12/10,,read,,1,0
Our Missing Hearts,Celeste Ng,3,3.8,Penguin Press,Hardcover,335.0,2022.0,2023/01/21,2022/11/01,,read,,1,0
The Fires of Heaven (The Wheel of Time #5),Robert Jordan,4,4.2,Tor Fantasy,Mass Market Paperback,944.0,2019.0,2023/01/16,2022/10/26,,read,,1,0
The Shards,Bret Easton Ellis,0,4.0,Swift Press,Hardcover,597.0,2023.0,,2023/01/16,to-read,to-read,,0,0
Out Stealing Horses,Per Petterson,0,3.81,Graywolf Press,Hardcover,258.0,2007.0,,2023/01/01,to-read,to-read,,0,0
Everything I Never Told You,Celeste Ng,4,3.84,Penguin Press,Hardcover,297.0,2014.0,2022/12/31,2015/05/18,,read,,1,0
Verity,Colleen Hoover,3,4.3,Grand Central Publishing,ebook,336.0,2021.0,2022/12/27,2022/10/10,,read,,1,0
Fairy Tale,Stephen        King,4,4.1,Scribner,Hardcover,607.0,2022.0,2022/12/26,2022/11/02,,read,,1,0
Warbreaker,Brandon Sanderson,0,4.3,Self-published,ebook,688.0,2009.0,,2022/12/25,to-read,to-read,,0,0
The Other Child,Charlotte Link,0,3.73,Orion,Paperback,400.0,2012.0,,2018/11/04,to-read,to-read,,0,0
"Outlander (Outlander, #1)",Diana Gabaldon,3,4.26,Dell,Mass Market Paperback,850.0,1992.0,2022/12/17,2015/04/04,kobo,read,,2,0
Sea of Tranquility,Emily St. John Mandel,0,4.06,Knopf,Hardcover,259.0,2022.0,,2022/12/10,to-read,to-read,,0,0
Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,0,3.93,William Morrow,Hardcover,304.0,2017.0,,2022/12/03,to-read,to-read,,0,0
Norse Mythology,Neil Gaiman,3,4.1,W. W. Norton & Company,Paperback,301.0,2018.0,2022/12/03,2022/12/03,,read,,1,0
"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,5,4.28,Tor Fantasy,Mass Market Paperback,1056.0,2019.0,2022/12/03,2022/10/26,,read,,1,0
The Dragon Reborn (The Wheel of time #3),Robert Jordan,5,4.28,Tor Fantasy,Mass Market Paperback,704.0,2019.0,2022/11/13,2022/10/26,,read,,1,0
Anansi Boys,Neil Gaiman,5,4.04,William Morrow Paperbacks,Paperback,368.0,2021.0,,2015/04/03,kobo,read,,2,0
Glimmers: Prologue to Crossroads of Twilight (Wheel of Time),Robert Jordan,0,4.12,,Kindle Edition,107.0,,,2022/10/26,to-read,to-read,,0,0
"Snow: The Prologue to Winter's Heart (Wheel of Time, part of #9)",Robert Jordan,0,4.15,Scribner Book Company,Unbound,0.0,2000.0,,2022/10/26,to-read,to-read,,0,0
"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,5,4.27,Tor,Mass Market Paperback,705.0,1991.0,2022/10/26,2022/10/11,,read,,1,0
"The Ink Black Heart (Cormoran Strike, #6)",Robert Galbraith,0,4.12,Mulholland Books,Hardcover,1391.0,2022.0,,2022/10/17,to-read,to-read,,0,0
American Gods,Neil Gaiman,5,4.1,Harper Perennial,Paperback,592.0,2003.0,,2015/04/03,kobo,read,,2,0
Earthlings,Sayaka Murata,0,3.6,Grove Press,Hardcover,247.0,2020.0,,2022/10/11,to-read,to-read,,0,0
The Eye of the World (The Wheel of Time #1),Robert Jordan,5,4.19,Tor Books,Paperback,784.0,2021.0,2022/10/02,2021/04/26,,read,,1,0
A Visit from the Goon Squad,Jennifer Egan,5,3.7,Knopf,Hardcover,274.0,2010.0,2022/09/18,2022/09/09,,read,,1,0
"The Bat (Harry Hole, #1)",Jo Nesbø,3,3.55,Vintage Crime/Black Lizard,Paperback,369.0,2013.0,2018/01/14,2017/09/15,,read,,1,0
"Nothing Ventured (William Warwick, #1)",Jeffrey Archer,0,3.94,St. Martin's Press,Hardcover,320.0,2019.0,,2022/09/12,currently-reading,currently-reading,,1,0
Less Than Zero,Bret Easton Ellis,5,3.6,Picador,Paperback,208.0,2012.0,2022/09/12,2022/05/30,,read,,1,0
"The Empress of Salt and Fortune (The Singing Hills Cycle, #1)",Nghi Vo,4,3.93,Tor.com,ebook,119.0,2020.0,2022/09/09,2022/09/02,,read,,1,0
"Laidlaw (Jack Laidlaw, #1)",William McIlvanney,5,3.87,Canongate Books,Paperback,304.0,2021.0,2022/09/04,2020/05/27,,read,,1,0
Siren Queen,Nghi Vo,0,3.68,Tor.com,Kindle Edition,281.0,2022.0,,2022/09/02,to-read,to-read,,0,0
The Chosen and the Beautiful,Nghi Vo,0,3.55,Tor Books,Hardcover,260.0,2021.0,,2022/09/02,to-read,to-read,,0,0
The Streetbird,Janwillem van de Wetering,0,3.83,Soho Crime,Paperback,304.0,2003.0,,2018/10/07,,read,,1,0
"Min kamp 6 (Min kamp, #6)",Karl Ove Knausgård,0,4.15,Forlaget Oktober,Hardcover,1116.0,2011.0,,2022/03/26,currently-reading,currently-reading,,1,0
Rules of Civility,Amor Towles,5,4.09,Viking Adult,Hardcover,335.0,2011.0,2022/03/08,2022/02/23,,read,,3,0
The Lincoln Highway,Amor Towles,4,4.22,Viking,Hardcover,576.0,2021.0,2022/08/11,2021/10/18,,read,,1,0
How High We Go in the Dark,Sequoia Nagamatsu,0,3.82,William Morrow,Hardcover,293.0,2022.0,,2022/07/15,to-read,to-read,,0,0
Project Hail Mary,Andy Weir,0,4.5,Ballantine Books,Hardcover,476.0,2021.0,,2022/07/15,to-read,to-read,,0,0
"Cytonic (Skyward, #3)",Brandon Sanderson,3,4.06,Delacorte Press,Hardcover,415.0,2021.0,2022/07/10,2022/05/06,,read,,1,0
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4,4.76,Tor Books,Hardcover,1088.0,2014.0,2022/07/06,2022/04/17,,read,,1,0
The Song of Achilles,Madeline Miller,0,4.31,Ecco,Paperback,408.0,2012.0,,2022/07/03,to-read,to-read,,0,0
Circe,Madeline Miller,0,4.23,"Little, Brown and Company",Hardcover,393.0,2018.0,,2022/07/03,to-read,to-read,,0,0
The Flight,Julie   Clark,3,4.1,Hodder & Stoughton,Kindle Edition,326.0,2020.0,2021/02/06,2021/01/29,,read,,1,0
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,5,4.67,Tor Books,Hardcover,1007.0,2010.0,2022/06/18,2022/04/17,,read,,1,0
"Steelheart (The Reckoners, #1)",Brandon Sanderson,0,4.14,Delacorte Press,Hardcover,386.0,2013.0,,2022/06/17,to-read,to-read,,0,0
Counterfeit,Kirstin Chen,0,3.48,William Morrow,Hardcover,288.0,2022.0,,2022/06/10,to-read,to-read,,0,0
In Other Words,Jhumpa Lahiri,0,3.74,Knopf,Hardcover,233.0,2016.0,,2022/06/06,to-read,to-read,,0,0
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,0,4.55,Tor Books,Hardcover,572.0,2008.0,,2022/06/04,to-read,to-read,,0,0
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,0,4.38,Tor Books,Hardcover,590.0,2007.0,,2022/06/04,to-read,to-read,,0,0
"Some Rain Must Fall (My Struggle, #5)",Karl Ove Knausgård,4,4.42,Vintage,Paperback,663.0,2016.0,2022/06/04,2022/03/26,,read,,1,0
"Money Men: A Hot Startup, A Billion Dollar Fraud, A Fight for the Truth",Dan McCrum,0,4.04,Bantam Press,Hardcover,352.0,2022.0,,2022/05/27,to-read,to-read,,0,0
"Starsight (Skyward, #2)",Brandon Sanderson,4,4.35,Orion Publishing Co,Paperback,461.0,2019.0,2022/05/27,2022/05/06,,read,,1,0
Babel,R.F. Kuang,0,4.16,Harper Voyager,Hardcover,544.0,2022.0,,2022/05/24,to-read,to-read,,0,0
The Hotel Nantucket,Elin Hilderbrand,0,4.05,"Little, Brown and Company",Hardcover,416.0,2022.0,,2022/05/24,to-read,to-read,,0,0
Brainwalker,Robyn Mundell,0,4.31,Dualmind Publishing ,Kindle Edition,260.0,2016.0,,2022/05/23,to-read,to-read,,0,0
"Wired (Wired, #1)",Douglas E. Richards,0,3.9,Paragon Press,Kindle Edition,358.0,2012.0,,2022/05/23,to-read,to-read,,0,0
"Split Second (Split Second, #1)",Douglas E. Richards,0,3.96,Paragon Press,Kindle Edition,365.0,2015.0,,2022/05/23,to-read,to-read,,0,0
"禁断の魔術 [Kindan no majutsu garireo 8] (ガリレオ, #8)",Keigo Higashino,0,3.49,文藝春秋,Hardcover,327.0,2012.0,,2018/02/22,to-read,to-read,,0,0
"The Border (Power of the Dog, #3)",Don Winslow,0,4.47,William Morrow,Kindle Edition,768.0,2019.0,,2022/05/21,to-read,to-read,,0,0
The Housekeeper and the Professor,Yōko Ogawa,4,4.05,Picador,Paperback,180.0,2009.0,2022/05/19,2015/03/15,,read,,1,0
Convenience Store Woman,Sayaka Murata,3,3.68,Portobello Books,Paperback,163.0,2018.0,2022/05/17,2020/08/31,,read,,1,0
Station Eleven,Emily St. John Mandel,4,4.07,Knopf,Hardcover,333.0,2014.0,2022/05/15,2022/04/15,,read,,1,0
"Skyward (Skyward, #1)",Brandon Sanderson,4,4.47,Ember,Paperback,510.0,2019.0,2022/05/12,2022/04/19,,read,,1,0
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,0,4.17,Bloomsbury Publishing,Hardcover,419.0,2020.0,,2022/05/06,to-read,to-read,,0,0
"Dancing in the Dark (My Struggle, #4)",Karl Ove Knausgård,4,4.22,Vintage,Paperback,548.0,2015.0,2022/05/06,2022/03/26,,read,,1,0
